,Headline,Body text,Meta Tags
593,,The Onion's movie critic Peter K. Rosenthal reviews 'Spider-Man: Homecoming' in this week's Film Standard.,"entertainment, video, movies, entertainment"
594,"Your Horoscopes ' Week Of July 4, 2017",,"entertainment, horoscope, vol 53 issue 26, entertainment"
595,Red Hot Chili Peppers Accidentally Write Song About New Hampshire,"LOS ANGELES'Unexpectedly penning lyrics about colorful autumn foliage and summer cottages on the shores of Lake Winnipesaukee, alternative rock band Red Hot Chili Peppers accidentally wrote a song about New Hampshire, sources reported Friday. 'We just got into the studio and started jamming, and for whatever reason, we just ended up with this track about the Granite State,' said lead singer Anthony Kiedis, adding that he had no idea he and his bandmates had anything say about the pumpkin festival in Laconia 'until we grooved on it a while.' 'It's definitely not the direction we intended to go in, but Flea started slapping this funky bass line that got everyone thinking about the pristine waters of the Piscataqua River. Before I knew it, I'd already freestyled two verses about how freaky it is that the state doesn't have a sales tax.' At press time, the band had unintentionally recorded an entire double-length New England'themed concept album.","entertainment, news, music, news in brief, vol 53 issue 25, entertainment"
596,"Your Horoscopes ' Week Of June 27, 2017",,"entertainment, horoscope, vol 53 issue 25, entertainment"
597,Chuck E. Cheese Keyboardist Quits Band To Form Mr. Munch Experience,"EDISON, NJ'Citing creative differences that had been festering for at least a decade, Chuck E. Cheese keyboardist Mr. Munch confirmed Wednesday that he had left the band to form a new prog-rock outfit, The Mr. Munch Experience. The longtime Chuck E. Cheese performer, whose songwriting credits include such hits as 'You're A Winner' and 'The Future Looks Fun To Me,' told reporters that while he was proud of what the band had accomplished musically, he had begun to feel stifled by the group's 'mainstream sound' and 'repetitive birthday-themed set list.' 'Sure, part of me still loves jamming about eating pizza and having fun with your friends, but there's so much more to being an artist than just showing up and singing the same 20 songs over and over,' said Mr. Munch, complaining that the group hadn't put out any new material since the commercial, radio-friendly 'Giant Armadillo Named Phil.' 'But anytime I suggested we push ourselves in a more experimental direction, that we not be afraid to challenge kids a little, Chuck just shot me down.' 'I guess you gotta know when to pack it in,' Mr. Munch added. 'If nothing else, I'll never have to sing 'so let's have a party' ever again.' According to the keyboardist, The Mr. Munch Experience would ideally resemble something of an 'aural journey,' taking listeners to far-off soundscapes where strands of mozzarella stretch across infinity and sauce erupts from marinara volcanoes. Without the constraints of an established sound, Mr. Munch reportedly plans to explore ideas like polyrhythms, slide whistles, microtones, and confetti cannons'all of which would have clashed with the Chuck E. Cheese band's more traditional, pop-oriented format. The Mr. Munch Experience would ideally resemble something of an 'aural journey,' taking listeners to far-off soundscapes where strands of mozzarella stretch across infinity and sauce erupts from marinara volcanoes. Mr. Munch explained that his new project would have a much more free-form style that wouldn't be afraid to 'get a little cosmic.' He added that he had just finished a rough demo of a 12-part song, an ambient 'synth voyage' titled 'Gooey Galactic' that culminated with a long fade-out of him whispering the word 'toppings' in reverse. The musician also confirmed he had already begun collaborating with longtime friend and Parliament-Funkadelic bass player Bootsy Collins on an epic 40-minute 'rebirthing' of 'If You're Happy And You Know It.' 'One of the things I'm most excited about is this multi-part rock opera called 'Pepperonium' that takes place in the year 2790 on a planet made entirely of melted cheese,' said Mr. Munch, describing how the idea came to him during a recent peyote session with his girlfriend, a 19-year-old Chuck E. Cheese's waitress who chants atonally in the song's background. 'It's going to be wild. I recorded the sound of a wooden paddle sliding under a pizza in a scorching-hot oven. It's just three seconds long, but we slowed it down to four minutes.' 'The lead single is about how we're all living on a single ball in a gigantic ball pit,' Mr. Munch continued. 'It's a total mindfuck.' Mr. Munch, who reiterated that he still had the utmost respect for his former bandmates' technical chops, admitted that they had drifted apart due to a toxic mix of personalities'a rift that was compounded by their grueling 365-days-a-year performance schedule. 'Chuck and I have been good buds from back in the day, but I've never seen eye to eye with Jasper T. Jowls,' said Mr. Munch, referring to the group's lead guitarist, whom he claimed was an out-of-control drunk who 'always played over everyone.' 'I'm here to make music, but Pasqually P. Pieplate and Helen Henny were constantly bringing their personal stuff onstage every damn night, like anyone at a birthday party is supposed to care.' 'Boy, am I glad to be done with that bullshit,' added Mr. Munch. Representatives from Chuck E. Cheese's confirmed that they had already replaced Mr. Munch by signing Country Bear Jamboree's Liver Lips McGrowl.","entertainment, news, music, vol 53 issue 24, entertainment"
598,"Your Horoscopes ' Week Of June 20, 2017",,"entertainment, horoscope, vol 53 issue 24, entertainment"
599,Beyonce Releases Teaser Foot Ahead Of Birth Of Twins,"LOS ANGELES'In an effort to generate hype for the upcoming release, pop icon Beyonce unexpectedly debuted a teaser foot Thursday ahead of the highly anticipated birth of her twins, sources confirmed. 'Beyonce wanted to provide a taste of what's to come for all the fans out there,' said publicist Yvette Noel-Schure, who explained that the world-famous recording artist had been quietly working on the twins for months and noted how the latest endeavor represented an ambitious new direction for Beyonce compared to her last single birth in 2012. 'Longtime fans will love the pudgy little ankle and the captivating, uniquely original toes of this tiny right foot, which Bey produced along with husband Jay Z. Make sure to keep your eyes peeled for when the rest of these twins drop, which will be sometime soon.' As of press time, dozens of articles had already been written carefully analyzing the foot and speculating whether Beyonce's forthcoming double-newborn release could ever live up to the seminal, widely acclaimed Blue Ivy.","beyonce, news, family, entertainment, babies, news in brief, vol 53 issue 23, entertainment"
600,,,"entertainment, video, video games, entertainment"
601,Biggest Announcements From E3,"Each June, E3, or The Electronic Entertainment Expo, hosts game developers showing off their latest products. Here are this year's most exciting announcements: Nintendo debuted Super Mario Odyssey, which will finally give users a more naturalistic experience of running through the sewer Atari disappointed fans with yet another delay of Pong 2 EA hinted that FIFA 18 will allow gamers to play as an FBI official investigating internal corruption Adam Katz of Spokane, WA announced that he's selling a Star Fox 64 cartridge, which is used but still in pretty good condition Blowing away expectations, Microsoft revealed that the new Xbox One X will support non-sequel game titles After years of development, Google previewed its new self-gaming console, enabling users to relax while their machines beat bosses for them Microsoft pointed out that its electronic chess game is still a perfectly good way to spend a few minutes Changing with the times, Bethesda announced that Wolfenstein II will allow players to fight on the side of the Nazis Intel tapped into consumer nostalgia by reviving its $895 price tag from 1989 Ubisoft took the opportunity to tell everyone to get some fresh air","entertainment, technology, video games, infographic, vol 53 issue 23, entertainment"
602,"Your Horoscopes ' Week Of June 13, 2017",,"entertainment, horoscope, vol 53 issue 23, entertainment"
603,,,"entertainment, video, movies, entertainment"
604,"Your Horoscopes ' Week Of June 6, 2017",,"entertainment, horoscope, vol 53 issue 22, entertainment"
605,Report: More Americans Willing To Accept Female Wonder Woman,"LOS ANGELES'Signaling a dramatic shift in public opinion, a new report released Monday by the Entertainment Research Council revealed that more Americans than ever are willing to accept a female Wonder Woman. 'Our poll shows that a record 64 percent of moviegoers in the U.S. are now comfortable with the idea of Wonder Woman being a woman,' said the report's lead author, Rebecca Pohlman, explaining that in the past decade the nation has grown more supportive of a female Diana, Princess of Themyscira, even though as recently as 1990 less than 10 percent of Americans thought an actress should play the part of the Amazonian superhero. 'Still, this remains a highly polarizing issue, as 31 percent of those surveyed claimed they couldn't possibly imagine Wonder Woman as anything other than a male. Even a sizable minority of those who said they were potentially open to a female Wonder Woman said they would remain skeptical until they could judge the portrayal with their own eyes.' While the poll suggested that the nation was increasingly receptive to women taking on more diverse roles, the survey also found that only 28 percent of Americans were amenable to a black Black Panther.","entertainment, news, media, culture, gender, news in brief, vol 53 issue 22, entertainment"
606,,,"entertainment, video, movies, entertainment"
607,"Your Horoscopes ' Week Of May 30, 2017",,"entertainment, horoscope, vol 53 issue 21, entertainment"
608,Star Wars' Turns 40,"When George Lucas' Star Wars premiered in 1977, the movie quickly became a phenomenon. On its 40th anniversary, The Onion looks back on the franchise's defining moments: Everything Star Wars stole from George Lucas decides to expand his short PSA about the dangers of trash compactors into a feature film The FCC receives thousands of complaints about Chewbacca's excessive on-screen nudity 14-year-old Joseph Fuller explains the Force to his mother Thousands of unwanted Ewoks end up in pounds around the country after a spike in parents buying them as Christmas presents for children A Star Wars TV spin-off about rival X-wing pilots reworked into NBC's Wings George Lucas begins work on the prequels by brainstorming some possible merchandising opportunities The Max Rebo Band breaks up following the death of slitherhornist Doda Bodonawieedo, who overdosed after mixing heroin with Jawa juice Star Wars: Episode III'Revenge Of The Sith suffers disappointing loss at Cannes Film Festival to Jean-Pierre and Luc Dardenne's L'Enfant 44-year-old Joseph Fuller explains the Force to his mother George Lucas downloads a pirated copy of The Force Awakens Critics conclude that Star Wars: Episode XXIV'Revenge Of The Force is better than Episodes I-III, IX-XIV, and XX-XXIII, but not as good as Episodes IV-VIII or XV-XIX","entertainment, star wars, movies, infographic, vol 53 issue 20, entertainment"
609,Leaked 'The Last Jedi' Footage Reveals Chewbacca Balding Since 'The Force Awakens',,"entertainment, movies, news in photos, vol 53 issue 20, entertainment"
610,"Your Horoscopes ' Week Of May 23, 2017",,"entertainment, horoscope, vol 53 issue 20, entertainment"
611,Lawyers Identify Dozens More Bill Cosby Victims While Interviewing Potential Jurors,,"entertainment, news, crime, news in photos, vol 53 issue 20, entertainment"
612,The Onion's 2017 Summer Movie Preview,"With blockbuster season just around the corner, The Onion highlights the most anticipated films of the summer. This hotly anticipated film will be DC's first to focus on Wonder Woman, a superhero whose powers include flight and forcing audiences to pay attention to female-driven action films In the franchise's third installment, the gang must save Lightning McQueen when he's recalled for failing to meet fuel efficiency standards This gritty World War II epic starring Harry Styles and Tom Hardy will introduce a generation of squealing teenage girls to the abject horrors of war With the fifth film in the franchise, Disney hopes to finally capture the essence of its theme park ride with a plot centered around the long lines, damp seats, and penny-pressing machines of the high seas This film brings back the entire original cast despite rumors of an ugly on-set rivalry between co-stars Al Gore and Planet Earth In this action-adventure flick, a mysterious, long-dead franchise is unearthed and brought back to life by a group of foolhardy Universal Studios executives Fans of the TV series will get some much-needed closure about who is hot now Shedding light on a population that Hollywood too often overlooks, director Ridley Scott tells the story of an everyday Xenomorph alien Many experts predict the human species has less than 100 years left to live on this planet","entertainment, movies, infographic, vol 53 issue 19, entertainment"
613,"Your Horoscopes ' Week Of May 15, 2017",,"entertainment, horoscope, vol 53 issue 19, entertainment"
614,Ringo Starr Announces 26th Beatles Album With New Backing Band,"Moonbeam Sunday' Slated For Release On June 16 LONDON'Excitedly informing fans that the iconic pop group was back with more original music, Ringo Starr announced Tuesday that on June 16 he would be releasing a 26th Beatles album titled Moonbeam Sunday with an all-new backing band. 'Even though we've got a new lineup, this album really represents what The Beatles have always done best,' said Starr, whose new bandmates include a 27-year-old session bassist, a former touring guitarist for Jefferson Starship, and a backing vocalist from the Broadway production of Rock Of Ages. 'It's got a lot of great pop hits interspersed with some longer, more psychedelic explorations'we wanted to try out some new stuff while also staying true to who The Beatles are. It's definitely a throwback to our late-'60s sound, but also with bits of our mid-'80s experimentation peppered in'I guess you can think of it as a spiritual successor to The Colonel's Jamboree or the last installment of an informal trilogy including The Porridge Papers and Sally Sally.' Starr went on to say that as long as fans continued supporting The Beatles, he would keep giving them the music they've always loved.","entertainment, news, music, products, news in brief, vol 53 issue 18, entertainment"
615,"Your Horoscopes ' Week Of May 9, 2017",,"entertainment, horoscope, vol 53 issue 18, entertainment"
616,Australian Parliament Gathers To Discuss Dwindling Hemsworth Reserves,"CANBERRA, AUSTRALIA'Stressing the need to take urgent action before it's too late, the Australian Parliament gathered Monday to discuss the nation's dwindling Hemsworth reserves. 'Over the last decade, our nation's crucial Hemsworth supply has decreased to the point of being nearly depleted,' said The Honorable Stephen Perry, President of the Senate, adding that Australia could not afford to squander its most precious resource and must preserve what little was left for the sake of its children and grandchildren. 'I fear we are reaching a precipice from which there is no turning back. We all saw what happened to Sweden's Skarsgård reserves and what a disaster that was'if we don't learn from history, the consequences for our nation will be dire indeed.' At press time, the Parliament had voted to freeze all Hemsworth exports, as it might take a generation for the supply to be replenished.","entertainment, news, world, news in brief, vol 53 issue 18, entertainment"
617,Top 10 Most Popular Podcasts,"As podcasts gain larger audiences, The Onion highlights some of the industry's most listened-to shows. Astrophysicist Neil deGrasse Tyson sits down for an intimate chat with the most fascinating celestial objects in our galaxy Michael Barbaro of The New York Times guides listeners through the day's headlines in what is widely considered the best way to get around the paywall In this 20-episode series, producers investigate the case of a man sentenced to life in prison under kind of weird but relatively normal circumstances, just to make sure everything is aboveboard Nate Silver tries, with increasing frustration, to describe to his listeners how graphs look The life hack expert offers advice to listeners while simultaneously driving to work and learning Mandarin A show focused on human behavior that hosts Lulu Miller, Hanna Rosin, and Alix Spiegel apparently release whenever the hell they feel like it, like they don't have listeners who deserve at least a couple fucking bonus segments between seasons A pretty good way to learn about fishing while you're on the bus The comedian conducts poignant, soul-searching interviews preceded by a very moving, emotionally raw argument for visiting Stamps.com This podcast takes an in-depth look at the hit song by Dexys Midnight Runners, with each 90-minute episode tackling a different musical note This is the one you promised to check out months ago when your coworker recommended it, but you could never figure out how to download podcasts","entertainment, internet, infographic, vol 53 issue 17, entertainment"
618,"Your Horoscopes ' Week Of May 2, 2017",,"entertainment, horoscope, vol 53 issue 17, entertainment"
619,David Crosby Shows Photo Of Dwarven Blacksmith To Barber To Give Idea Of What He Wants,,"entertainment, music, men's style, news in photos, vol 53 issue 16, entertainment"
620,"Your Horoscopes ' Week Of April 25, 2017",,"entertainment, horoscope, vol 53 issue 16, entertainment"
621,Cameron Diaz Finally Opens Up About Generally Positive Experience In Show Business,"LOS ANGELES'Revealing for the first time how everything went pretty much according to plan, Cameron Diaz finally opened up in a wide-ranging interview Monday about her more or less positive show business experience. 'After more than two decades in Hollywood, it's good to get this off my chest: my life as an actress has basically progressed the way I always hoped it would, with a steady stream of roles that have fulfilled me both creatively and professionally,' said Diaz, who reportedly decided that the time had come to speak candidly about the close relationships with friends and family that sustain her when she's not jetting around the world to shoot roles in blockbuster films that will pay her millions. 'Sure, there's the public Cameron Diaz who seems so happy'and very much is'but then there's the off-camera Cameron Diaz, the grounded one with enough perspective to make time for numerous other hobbies and interests apart from the entertainment industry. It's been a smooth ride pretty much from day one, so I'm hoping people can benefit from my story and make the exact same decisions I did.' Diaz went on to say that even under the same highly agreeable circumstances, she would definitely do it all again.","entertainment, news, celebrities, news in brief, vol 53 issue 16, entertainment"
622,"Your Horoscopes ' Week Of April 18, 2017",,"entertainment, horoscope, vol 53 issue 15, entertainment"
623,"Judi Dench, Jack Nicholson, Jeremy Irons, Meryl Streep Fondly Recall Getting Start As Part Of 1993 Mouseketeer Class","LOS ANGELES'Remembering the many great friendships and opportunities it brought into their lives, a group of Hollywood stars including Judi Dench, Jack Nicholson, Jeremy Irons, and Meryl Streep recalled Thursday getting their start on The All New Mickey Mouse Club in 1993. The group of A-listers, who began their careers on the popular children's variety show along with other notable cast members such as Christina Aguilera, Justin Timberlake, and Britney Spears, warmly reminisced to reporters about what it was like to have been part of such a talented group of performers, and how they owed much of their subsequent success to the exposure and experience the early '90s Disney Channel program brought them. 'The Mickey Mouse Club was the launching pad for so many of us,' said Streep, explaining how the show was vital to helping her land roles in The Bridges Of Madison County and Marvin's Room. 'I'd been in a couple of smaller things before it, but nothing prepared me for being up on that Disney stage doing 'The Mickey Mouse March''I mean, that was the big time. When you're a Mouseketeer, you're a household name.' 'All of a sudden, agents started calling,' Streep added. 'Real Hollywood agents.' Judi Dench, who prior to The Mickey Mouse Club had appeared mostly in plays, credited her time on the show with teaching her the practical skills she would need to thrive in the rough-and-tumble film industry. The star of The Best Exotic Marigold Hotel also candidly told reporters that the ice cream shop skit she appeared in provided her with a better education in acting than any performing arts school could. Fellow class of '93 alumnus Jack Nicholson expressed similar sentiments, saying that all the while he was having fun covering Shanice's 'I Love Your Smile' in a duet with Christina Aguilera, he was growing up, too. 'When I first joined The Mickey Mouse Club I was so green,' said Nicholson, who would go on to win the Academy Award for Best Actor in 1998. 'I was this naïve 56-year-old from New Jersey, but singing and dancing to those '90s pop hits and classic Disney tunes five days a week helped me develop as a performer and as a person. Plus, it really helped having an old hand like JC Chasez there to take me under his wing.' Added Nicholson, 'To this day I still know all the steps to the 'Super Goofy Shuffle.'' Nicholson went on to note how lucky he felt to have been plucked from obscurity and land a featured role on such a high-profile showcase for young entertainers. He said some of his favorite memories from 'back in the day' included putting on his official Mickey Mouse'emblazoned letterman's jacket for the first time, touring Disney stores and theme parks all over the country, and seeing an unknown Daniel Day-Lewis'then barely 36'audition for the show and sensing that, though he wasn't cast, he'd still be a star someday. But the job also came with its share of stress, according to Jeremy Irons, who said spending so much time away from friends and family was often difficult and was not made any easier by the shock of suddenly being recognized as a Mouseketeer almost everywhere. 'Back in the '90s it seemed like every girl in America had a Jeremy Irons poster hanging in her bedroom,' said Irons, adding that tensions arose among cast members who weren't considered one of the 'cute ones' and weren't natural singers or dancers. 'And there were the love triangles, of course. I remember Justin Timberlake had the biggest crush on Judi Dench, which made things really awkward when he started dating Britney [Spears].' 'At the end of the day, though, we always tried to put those disagreements behind us,' Irons continued. 'Because we knew we were all there for the same reasons: We loved to sing, we loved to dance, and we loved Mickey.'","entertainment, disney, movies, news, vol 53 issue 14, entertainment"
624,I Wouldn't Have Invented The Piano If I Knew That Guy In 'The Godfather' Was Going To Get Strangled With Piano Wire,"Inventing the piano was the culmination of my life's work. A keyboard instrument unmatched in dynamic range and nuance of expression, it forever changed the way music was composed, performed, and enjoyed. It filled concert halls with a revolutionary new sound that has enchanted listeners for more than three centuries. And yet, I only feel bitter regret, knowing that my cherished invention led to that guy from The Godfather getting strangled with piano wire. The profound artistic achievements made possible by my creation are wondrous, to be sure, but they aren't worth more than a human life, especially that of Don Corleone's most trusted bodyguard. With the piano, I devised a stringed keyboard instrument that gave players a broader palette of tone colors and allowed for more precise rhythmic articulations. It took these tools of stylistic interpretation and placed them, quite literally, at the performer's fingertips. As proud as I am of this innovation, if I'd had any idea that someone would one day lift open the top of my beloved creation, unwind one of the strings from its pegs, and use it as a makeshift garrote on that unsuspecting henchman, I would've scrapped the whole project immediately. It just tears me up inside, thinking about the life he might have lived if I hadn't invented the literal instrument of his death. From what I understand, he was a rising star within his crime syndicate. I've no doubt he had a great future ahead of him. Thanks to me, though, that future was ruthlessly snuffed out. In my vanity, I never stopped to think about the full consequences of my actions. How could I have been so selfish? My invention may have given us the breathtaking sonatas of Beethoven and the masterful concerti of Rachmaninoff, but what it has taken away'the life of this man'is too much to bear. When I was building my first piano, I thought only of the gift I might impart to lovers of music. The worst thing I imagined happening was someone accidentally getting their fingers caught in its lid! I never, ever thought my invention would be the downfall of the man who wrought vengeance upon all six would-be assassins of Don Corleone, got the singer Johnny Fontane out of his exploitive contract, and gave the most generous cash gift to Connie on her wedding day. Some people delight in the sweet flow of Debussy's arabesques or the feathery bounce of Chopin's waltzes. Others marvel at how innovators from Franz Liszt to Thelonious Monk to John Cage pushed the potential of my piano to its very limits. But what do I hear? Nothing but the gags and retches of a loyal associate who was just doing his job by gathering information on the Tattaglia family. I can't help but feel as though I lashed that wire around his neck with my own hands. I've spent so much time rationalizing and making excuses in my head. Someone else would've invented the piano if not me, right? Or surely the Tattaglias would've found a different instrument to kill that guy with, if not the piano. Perhaps they would have crushed his head between two cymbals, stabbed him through the back of the neck with a flute, or ambushed him and bludgeoned him to death with bassoons. But I'm kidding myself. When I hear the word 'piano,' all I can think of is that bodyguard's bulging eyes and his last gurgling breath. I am certain that his last thought was to curse the name of Bartolomeo Cristofori and the day I unveiled my first cimbalo di cipresso di piano e forte in 1700. Believe me, I curse that day, too.","opinion, entertainment, history, commentary, vol 53 issue 14, bartolomeo cristofori of padua, entertainment"
625,Tips For Writing A Screenplay,"Every great writer must start somewhere. Begin by pouring $156,000 into an undergraduate degree. Your screenplay should address a central unifying question, such as 'How do we as humans transcend the tragedy of loss?' or 'What have those Smurfs been up to lately?' Shatter the conventional expectations for female leads by developing a protagonist who is both intelligent and attractive'but who knows how to crack a joke, too. Consider including at least one character named Big Jeff. Anytime you use 'FADE OUT' at the end of a scene, remember that the audience can't see anything that's happening until you fade back in. Indicate clearly at the beginning of each scene how VFX will make it worth watching. Take an occasional step back to review your script and double-check that a sense of artistic validation isn't obstructing its commercial viability. Once your first draft is finished, scan for spelling errors, then crack open a pack of brass fasteners.","entertainment, tips, infographic, vol 53 issue 14, entertainment"
626,"Your Horoscopes ' Week Of April 11, 2017",,"entertainment, horoscope, vol 53 issue 14, entertainment"
627,,,"entertainment, politics, video, media, entertainment"
628,"Your Horoscopes ' Week Of April 4, 2017",,"entertainment, horoscope, vol 53 issue 13, entertainment"
629,"Planet Earth II' Finale Finally Resolves Will-They/Won't-They Storyline Between Snow Leopard, Golden Eagle","LONDON'Bringing closure to millions of fans who had breathlessly waited to see whether the two would ever get together, last weekend's finale of the BBC nature documentary series Planet Earth II finally resolved the ongoing 'will they, won't they' relationship between a snow leopard and a golden eagle. 'Everyone spent the whole season wondering if it was ever going to happen, so it was really satisfying when the two animals at long last ended up with each other,' said Entertainment Weekly writer Benjamin Lynch, describing the moment late in the episode when the mountain-dwelling cat and the bird of prey passionately embraced one another on a windswept stretch of the Tibetan plateau. 'The chemistry between them was obvious to everyone watching the show, and it was clear that they had strong feelings for one another, but there were still so many times where it seemed like they'd wind up with other wildlife. They're opposites in a lot of ways'different biomes, different prey'so seeing that storyline resolve so nicely was truly heartwarming.' Lynch added that the episode made up for the widely panned finale of the original Planet Earth, in which the fan favorite green sea turtle was controversially killed off by a spider crab for reasons that were never fully explained.","entertainment, animals, nature, news in brief, vol 53 issue 13, entertainment"
630,,,"entertainment, video, movies, sex, violence, entertainment"
631,"Your Horoscopes ' Week Of March 28, 2017",,"entertainment, horoscope, vol 53 issue 12, entertainment"
632,Report: Economy Must Be Doing Pretty Well If Entire Season Of 'Bones' Online For Free,"NEW YORK'Predicting the country will soon reach levels of employment and household wealth it has not seen in decades, top financial experts concluded Tuesday that the economy must really be surging right now if an entire season of Bones is available to watch online for free. 'If they're just giving away the complete 11th season of a hit TV show to anyone with internet access, then I think that leaves little doubt that we're on the cusp of a new golden age of economic prosperity marked by rapid wage growth and significant expansion of the nation's GDP,' said Mark Zandi, chief economist of Moody's Analytics, who, after finding 22 episodes of the crime procedural starring Emily Deschanel and David Boreanaz streaming in their entirety free of charge, also forecasted a sizable uptick in corporate earnings and sales of new and existing homes. 'If the reports are true that every episode of the 12th and final season will also be available online at no cost, it seems pretty safe to say that we have entered promising new economic boom times, and we should expect to see a strong dollar, soaring consumer confidence, and the entire manufacturing sector springing back to life all across the United States.' At press time, Zandi acknowledged economic growth might not be as robust as he had initially thought, citing a paywall he discovered when trying to access episodes of FX's legal thriller Damages.","entertainment, news, economy, news in brief, vol 53 issue 12, entertainment"
633,Friend Of Bruce Springsteen Has Been Thinking Of Excuses To Avoid Checking Out His Band For 50 Years,"FREEHOLD, NJ'Saying it hasn't always been easy inventing reasons for not attending one of his gigs, local man John Gilman, 68, told reporters Thursday that he has spent approximately 50 years coming up with excuses to avoid checking out the band of high school classmate Bruce Springsteen. An insurance adjuster and friend of Springsteen since the mid-1960s when the acclaimed singer-songwriter played small venues in Monmouth County, New Jersey, Gilman told reporters that over the past half century he has falsely cited homework, car trouble, his kids' baseball games, and late nights at the office as just a few of the reasons he could not be present at Springsteen's shows. 'After the first few times I told him I couldn't make it, I thought he'd take the hint and figure I just wasn't interested, but he's never stopped asking,' said Gilman, who hastened to add that he couldn't be happier his friend's band is doing so well. 'I love Bruce, but it's kind of a hassle to drop everything on a Friday night and drive up to Madison Square Garden or wherever. So I tell him I'm too busy to make it this time, but to count me in next time. I've been doing that since I was 17 years old.' 'I remember back in '87 he gave me an early demo of Tunnel Of Love and told me he thought I'd really like it,' Gilman continued. 'I thanked him and said I'd give it a listen, but to be honest, it's just been sitting in a drawer.' In the decades since his friend formed the E Street Band and began to earn widespread critical accolades for albums like The Wild, The Innocent & The E Street Shuffle, Gilman confirmed he has lied about his absence at Springsteen's concerts by claiming he was sick 37 times, had a dinner party to attend 29 times, was out of town for a cousin's wedding 18 times, and, on seven occasions, had to get up early the next morning for a dentist appointment. According to Gilman, the closest he has come to actually seeing his friend play was a night in 1971 when he walked by the Upstage Club in Asbury Park, noticed Springsteen's band was on the bill, and briefly considered going inside. He ultimately concluded, however, that the venue was too crowded and would probably be too hot as well. 'It was really hard when he did that 10-night stand at the Meadowlands, because I had to come up with something new to tell him every night,' said Gilman, referring to Springsteen's legendary series of performances at Giants Stadium during his 2003 tour for The Rising. 'It was really sweet of him to send me front row tickets to all of those shows, but big, loud concerts like that just aren't my thing, you know?' 'Now anytime he has that many dates scheduled in New Jersey, I make sure to tell him I'm on vacation,' added Gilman. To Gilman's surprise, the multiplatinum recording artist has only grown more insistent in recent years, even going so far as to send him a copy of 2012's Grammy-nominated Wrecking Ball and then call him a few days later to ask if he liked it. In order to avoid wounding his friend's pride, Gilman reportedly glanced at the track list and remarked that 'Easy Money' was 'really great,' despite having never listened to it or any other song in Springsteen's 18-album catalog. 'Sometimes I get lucky and there's a real-life event I can use as an excuse, like that time in '93 when an accident in the Lincoln Tunnel had traffic backed up so bad I wouldn't have been able to make it to his MTV Unplugged taping even if I'd wanted to,' Gilman said. 'But for the most part, it just gets harder over the years. There are only so many ways I can change the subject when he asks if I've gotten around to checking out 'Built To Run' or whatever.' 'I do occasionally feel guilty,' he added. 'I mean, Bruce and his bandmates have helped me move like half a dozen times.'","entertainment, news, music, vol 53 issue 11, our annual year 2017, entertainment"
634,"DC Executive Worried Batgirl Script Not Interesting Enough To Be Movie, 3 More Movies, 2028 Reboot And 4 More Movies","BURBANK, CA'While giving creative notes on the screenplay in a Friday meeting, DC Comics president Geoff Johns reportedly said he was concerned that a recent draft of the Batgirl: Origins script was not compelling enough to support a movie, three more movies, a 2028 reboot, and four additional movies. 'Frankly, I just don't see this having the legs to carry a feature film, a follow-up trilogy, a video game franchise, and then another prequel trilogy,' Johns said, adding that while the script's first act 'definitely works,' he worried the narrative would drag when stretched to a full 90-minute runtime, several more 90-minute runtimes, and a dozen more 50-minute runtimes as part of the Netflix tie-in series. 'I'm just worried this starts running out of steam well before the end of the movie, the comic book adaptation, and the standalone spinoff movies telling the Huntress's backstory. If a narrative can't even sustain a single movie and a Lego set, let alone more than one syndicated animated series, maybe it needs some heavy revisions.' At press time, DC executives had decided to ask for a total rewrite after concluding villain Killer Moth was not an interesting enough antagonist to hold people's interest for two hours and the length of several Six Flags roller coasters.","entertainment, news, movies, comics, news in brief, vol 53 issue 11, entertainment"
635,"Yes, But How Did He Die?' Ghoulish American Public Asks Of Recent Celebrity Death While Rubbing Delicate, Bony Hands Together And Smiling Thinly","WASHINGTON'A glint of curiosity in their otherwise lifeless eyes, the American public ghoulishly asked Thursday upon hearing of a recent celebrity death, 'Yes, but how did he die?' as they rubbed their bony hands together and thinly smiled. 'Was it an overdose?' said Mark Gansby of Chelmsford, MA, one of the hundreds of millions of Americans who licked their cracked, desiccated lips and wanted to know if he died peacefully or suffered first. 'Was there blood? Did he die alone in a hotel room or something?' At press time, the nation had learned the celebrity had taken his own life and, saliva beading on the corners of their mouths, leaned in to ask if he shot himself.","entertainment, news, celebrities, death, news in brief, vol 53 issue 11, entertainment"
636,"Your Horoscopes ' Week Of March 21, 2017",,"entertainment, horoscope, vol 53 issue 11, entertainment"
637,,,"entertainment, video, technology, netflix, internet, entertainment"
638,"Your Horoscopes ' Week Of March 14, 2017",,"entertainment, horoscope, vol 53 issue 10, entertainment"
639,"Your Horoscopes ' Week Of March 7, 2017",,"entertainment, horoscope, vol 53 issue 09, entertainment"
