,Headline,Body text,Meta Tags
39,Updated Recycling Guide,,"local, archive, graphical feature, vol 29 issue 21, local"
40,Compton-Area Mother Warns Community: 'I Said No Hitting!',"COMPTON, CA'Gloria Harper, a Compton-area mother who has openly condemned inner-city violence in the past, spoke out yesterday against the recent outbreak of hitting in her community. According to Harper, a single working mother of three, other residents are also fed up with the increasing incidence of hitting, not to mention occasional shoving and scratching. 'The violence here has gotten out of control,' Harper said. 'Everywhere you look, young people are hitting each other. Many times late at night, when I'm lying in bed, I can hear the sound of closed-fist punches coming from right outside my window.' According to neighborhood parents, hitting has always been a problem, but it was typically gang or drug-related. Now, Harper says, kids don't even need a reason to hit. What's worse, she insists, certain types of 'rap' music popular with area youth often glorify hitting, along with some forms of light kicking. Harper points to an incident last week when a local boy was struck on the upper arm by an open-handed slap. What makes this case so alarming, according to Harper, is that the blow was delivered by one of the boy's school classmates. 'When I saw that happen,' she said, 'I ran down the front steps screaming. But it was too late to stop it. By the time I got there, he was already lying on the ground, holding his arm and saying, 'Ow.'' According to one neighbor who witnessed the incident, the young boy had been hit 'two, maybe three times.' Gang members, whom Harper and others blame for the recent escalation of hitting, say that the violent realities of their community offer no alternatives to hitting. Members of several area gangs did not return phone calls when contacted by this paper. 'We need to reclaim our community,' Harper said. 'We're seeing younger and younger kids shoving and kicking. Some of them are just babies.' Other area residents echo Harper's sentiments, adding that they don't feel safe anymore. However, past attempts to curb the hitting epidemic have met with indifference and even resistance from law enforcement officials, who say they have more pressing concerns. Police Chief Ron Davenport cites a recent outbreak of biting in East L.A., which left one young man with teeth marks on his leg and discolored skin around the area of the bite. One mother even reported that her 17-year-old boy had his skin broken, and that blood appeared and almost rose to the surface. To minimize the risks of being hit, Davenport recommends people wear sweatshirts, or, ideally, cushy, down-filled jackets. 'This will prevent a hit from really hurting,' Davenport said. 'It can also help minimize the risk of getting a bruise.' Sociologists from the University of Southern California say the dramatic rise in hitting incidents could be a cyclical phenomenon without a clear causal relationship. 'As far as we know,' said Eugene Phelps, a professor of Urban Sociology at USC, 'hitting'when accompanied by reckless pushing and aggravated poking'may be cyclical and would best be remedied by ignoring the undesirable behavior and rewarding the behavior that fosters constructive, cooperative solutions to problems.' Compton's problems have not gone unnoticed in Washington, D.C. The recent shoving of a 7-year-old girl prompted outrage on Capitol Hill. 'Children in Los Angeles live in a prison of violence and fear,' Rep. Maxine Waters (D-CA) said. 'At some point, we've got to get a hold of these gang members and tell them to cut it out.'","local, archive, news, vol 29 issue 21, local"
41,Bob Dole Stuck on Sandbar,"CAIRO, IL'Republican presidential candidate Bob Dole remains stranded on a sandbar on the Mississippi River near the Illinois-Missouri border today after multiple rescue attempts over the past several days proved unsuccessful. The former Kansas senator ran aground in a mire of thick sand in a shallow bend of the river Friday, soon after departing a potluck fundraiser in nearby Independence, MO. Campaign workers blame the accident on a faulty blade in Dole's twin-engine outboard motor, which has reportedly experienced similar ensnarements in outcroppings of mud and other sediments. 'Bob Dole needs your help. Bob Dole requires your assistance in getting Bob Dole off this sandbar,' the candidate repeatedly called to his far-off handlers, who yesterday evening continued to debate the best way to extricate Dole from his sandy prison. 'Bob Dole is badly stuck in this mud and unable to get free. Bob Dole is going to be the next president of the United States!' Rescue workers were sent Thursday to remove Dole from the mud, but his blade had sunk so far into the sediment that both chains and simple manpower proved inadequate. A dredger was brought up from St. Louis Friday, but was too large and cumbersome to perform effectively in the shallow waters, its heavy chains too far out of the reach of Dole's famous Extendo-Grip Super Action Arm˚˚b. 'We considered separating Dole from the motor and just leaving it there, but try explaining to our fundraisers why we scuttled a $250,000 component,' Dole campaign manager and chief mechanic Buddy Faust said. 'True, we could dismantle Dole to minimize the risk of structural trauma, but it would take a full month to reconstruct him, and he has a stump speech on Wednesday in Pittsburgh.' The Clinton campaign was critical of Dole's handlers for letting their candidate be used as a means of transportation. 'First they said they were going to limit his use to presidential campaigning and metal cutting,' Clinton campaign official Trent Pauls said. 'Then they added threshing, cement mixing, and soda vending. Now apparently he's the Mississippi Queen. Bob Dole can't be all things to all people. When is this gentleman going to finally get down to the business of serious presidential campaigning, address the issues that concern Americans and stop permitting rogue cardsharks and ladies of ill repute to board him?' Dole remains in fair condition, as large quantities of CastrolMarine are being airlifted to","politics, archive, news, vol 29 issue 21, politics"
42,Area Consumers Consume Area,"BRIXTON, MA'Hungry to possess as many consumer goods as possible, Brixton area consumers consumed the entire Brixton area yesterday, leaving only a barren, rocky swath of dead earth in their wake. The consumption marked the end of a massive consumer binge in which Brixton residents have indulged, like most Americans, since the end of World War II. Brixton, formerly an affluent semi-professional suburban community noted for its readily available office space and burgeoning retail market outlets, is now known only as 'The Scorched Infertile Earth That Once Was Brixton.' Economists see the town's desolation as a positive economic indicator, signifying healthy markets and a renewed willingness of American consumers to continue to consume. The figures support that projection: The consumer spending quotient was up 650 percent, local retailers' sales figures were up 800 percent, and the consumer satisfaction index was up nearly 1000 percent. According to a statement from the office of Brixton Mayor Herb Jarzemsky, 'Forget for the moment that our once green and budding town is now a lifeless stretch of exposed terrestrial core, with no possibility of habitation or growth of flora. This mass consumption has pushed all leading economic indicators through the roof, and we're very encouraged by that.' Jarzemsky could not be reached for comment as of press time, as he had himself also been consumed. The rest of the statement was also unavailable, as it had been consumed as well. 'Consumer morale indexes have never been higher, and I feel the message is clear: The American consumer is once again on the move!' President Clinton told cheering crowds at the Consumer Confidence Conference in Schaumburg, IL, yesterday. Though Clinton was referring to the projected economic boom he hopes will boost his reelection bid, the words 'on the move' also referred to the gigantic, nomadic tribe of voracious former Brixtonian consumers currently headed west toward Wilfordchester, leaving a mile-wide stretch of smoky, barren terrain behind them. An unofficial report from a source within the Wilfordchester Chamber of Commerce revealed that the consumer mass, which is moving at a rate of 1.7 miles per day, is expected to reach the heavily populated Wilfordchester metropolitan area by mid-August, wreaking environmental havoc like a powerful tornado. 'We look forward to the arrival of the devouring horde,' Commerce Secretary Maureen Laughlin said. 'I wouldn't go so far as to say our economy has been sluggish, but we could certainly use a boost, and being laid waste by the horde should put our numbers up where they belong.' Massive evacuation plans for the community 'have not been ruled out,' according to Massachusetts Gov. William Weld. But such plans may not be necessary: A covert airlift operation is currently flooding the grasslands directly in front of the mobile consumer mass with high-quality consumer goods provided by a number of Massachusetts area merchants, including Yammush & Simms and Filene's Basement. 'We are excited about the opportunity to provide the Brixton Mobile Consumer Mass with the high-quality, reasonably priced merchandise it has come to expect from Yammush & Simms, helping both save the town of Wilfordchester and stimulate further consumption,' Yammush & Simms customer relations spokesperson Kent Grant said. 'We also look forward to being part of this exciting economic surge by being consumed ourselves.' The Massachusetts National Guard has been put on red alert in the event that consumption-related devastation reaches into neighboring states.","local, archive, news, vol 29 issue 21, local"
43,A Child For The Clintons?,,"politics, archive, graphical feature, vol 29 issue 21, politics"
44,A Message from the Publisher: Let Me Tell You a Thing or Two About Love,"Recently'I think it was 1931'I fell in love. It was my only time. I was a young newspaperman. She was a third-draft copy reader. Her name was Agnes. Now, many of my cognitive processes have been laid waste by my crippling Parkinson's Disease and occasional scurvy, so many of the details of my account will be sketchy. Also, as I pause to urinate'as I must do repetitively and without the aid of my sphincter due to my cancerous growth'I may wail in excruciating pain, and thus uncontrollably misconstrue the facts of this touching story. It was a Monday in June, 1931. The day's newspaper was rushed to my hospital bed by a young runner for my final approval. It was there I saw my love. Suddenly, there is a firestorm in my loins! I'm excreting searing needles, I'm certain of it. In 1931 I believe I was urinating without pain. So yes, this is not part of the story. This is happening now. Nurse! God damn you, rat bag! Where are you? It was in the pages of that newspaper that I saw my love: an exquisite use of a verb transitive in a parenthetical clause set off by commas. The object was placed just right, two prepositional phrases after the main verb, topped off by the unconventional yet bold use of a shocking gerund. 'Who wrote this, boy?' I asked the runner. The fresh-faced boy was startled at first, his pink cheeks flush with fear and indecision. I finally gleaned that the phrase had been sculpted by a copy reader named Agnes. I never met Agnes. Never wanted to. I had seen the fruit of her beauty'her words. And that's all I wanted to see. I can hear my urine dribbling lightly into the bed pan, now. Not so much of a urine-related odor. It's mostly blood and liver bile passing through my urethra anyway. The pain is gone, for now. Where is that nurse? Wench! You dumb animal! See to me! I never saw Agnes or her work again. That is why I love journalism. It's the words business. T. Herman Zweibel, the great grandson of Onion founder Friedrich Siegfried Zweibel, was born in 1868, became editor of The Onion at age 20, and persisted in various editorial posts until his launching into space in 2001. Zweibel's name became synonymous with American business success in the 20th century. Many consider him the 'Father Of American Journalism,' also the title of his well-known 1943 biography, written by Norman Rombauer.","opinion, archive, commentary, vol 29 issue 21, t. herman zweibel, the onion"
45,Ask a Gut-Shot Policeman,"Dear Gut-Shot Policeman, My brother recently moved in with me, claiming that he could no longer afford rent and that he didn't want to move back in with our parents. I feel torn. Part of me wants to say that he hasn't tried hard enough to look for work since graduating from college, but the other part wants to be supportive and cut him some slack. I don't really see him doing too much, and I know he likes to go out and have a good time, occasionally staying out all night. I don't want to come off like a parent or anything. What should I do? 'Tested in Tempe Dear Tested, I'm dyin' over here˚Äf Get me some help, please. Oh my God! The pain. I'm dyin'! Call for back-up˚Äf tell nancy i love her. I can't stand it. oh Please help me. Dear Gut-Shot Policeman, Here's a doozy for you: I have a woman friend who knows I'm happily married, love my husband dearly and would never, ever, consider cheating on him. Yet the other night at a cocktail party, she made a pass at me! A pass! Can you believe that? I didn't know how to respond, so I acted all embarrassed and left the room quickly. We haven't talked since, but I know I am going to see her at a picnic next month. I don't want it to be horribly awkward. What do I do? 'Straight But Not Narrow in Naperville Dear Straight But Not Narrow, Get me to the fuckin' hospital. GGhaaaaaagh. I'm losing blood fast. can't Take the pain. Unnnnggghhhh. I'm shot˚Äf Real bad. I'm spittin' up blood what a fuckin' mess. Please, my squad car is around the corner. Call for an ambulance. I can't take the pain. Rrrrrggggghh. Dear Gut-Shot Policeman, My 14-year-old is really testing me these days, staying out past curfew, talking on the phone to all hours and letting her schoolwork really pile up. I told her if she didn't shape up, she couldn't go to tennis camp this summer, something she's done every summer for the past five years and loves dearly. Well, I finally put my money where my mouth was and told her the other day that she couldn't go. She threw a fit, and now I feel like my punishment was too harsh. But if I go back on my promise then she'll never respect my threats. How do I get out of this situation with parental dignity intact","opinion, archive, advice, vol 29 issue 21, sgt. frank stempke, the onion"
46,Vincenzo Brothers Give Federal Government Five Days to Pay Off National Debt,"James and Vito Vincenzo, brothers and co-owners of Vincenzo Family Construction and Waste Removal Corporation of Long Island, NY, announced Monday they will give the U.S. government five days to fully repay the national debt. Though the two brothers declined to specify what would happen if the government failed to repay its $4.1 trillion debt, they did imply that a failure to do so would be 'extremely unfortunate.' 'We are so terribly disappointed in the government's continued inability to repay our loan, a loan we made in good faith,' said Vito Vincenzo at Monday's press conference. 'We have been owed this money since the early 1950s and are beginning to grow impatient. Should we not receive full payment in the allotted five days, I am afraid the consequences will likely be out of our hands.' 'We love this country very much,' added James Vincenzo, Vito's younger brother. 'Nearly as much as we love our own dear mother Celeste Vincenzo'God rest her soul'and beautiful Sicily. So we would be greatly saddened if some of America's more beautiful buildings and landmarks were to collapse due to a series of, let's just say, unfortunate accidents. Like that Grand Canyon. That's a real nice piece of land'I would certainly hate to see anything happen to it.' At a press conference yesterday, President Clinton, sporting casts on his legs due to a 'nasty spill down the stairs,' addressed the matter. 'We are working hard to repay the Vincenzo brothers as quickly as possible,' he said. 'I value these two respectable businessmen and their spirit of giving and patience. James and Vito, if you are listening, I am working with Congress to cut several major welfare programs and restructure the federal tax brackets as we speak, and I am confident we should have at least $450 billion for you by Friday.' Though Clinton promised to repay the debt in full, he noted that the majority of it is Ronald Reagan's fault and strongly encouraged the Vincenzo brothers to 'pay the 40th president a small visit' at his San Fernando Valley nursing home/ranch. 'Mr. Clinton is a very nice man for saying these things. A very nice man,' Vito Vincenzo said. 'Were it up to me, I would just forget the whole thing. But unfortunately it just isn't like that. We love Mr. Clinton and his beautiful wife Hillary. And that precious little Chelsea is just a doll. It would be tragic if she were to disappear on the way home from school only to turn up several months later in a dumpster in Passaic, New Jersey. That would be a real shame.' Whether the government can gather together the money in the allotted time is in serious question. However, many other respectable business families, including the Salvatores, the Gambinos and the Gottis, have stepped forward with offers to loan the government the needed money at a reasonable interest rate. The Vincenzo family has a long history of providing loans to people and organizations in need since arriving in the U.S. in the early 1920s, boasting a client list that includes many heads of government and captains of industry. The mantle of leadership has since been passed down from father to son, ending up in James and Vito's hands in 1967, when their father was killed in a freak shooting accident. The Vincenzo loans that led up to the current government debt began in 1953, and have since been used for the purchase of critically needed military equipment, arms for Central American democratic rebels and new traffic signs throughout the Midwest.","economy, archive, news, vol 29 issue 21, the onion"
47,Shielding UV Rays,,"science & technology, archive, statshot, vol 29 issue 21, the onion"
48,Philip Morris Scientists Discover 'Pussy Lung' Virus,"Durham, NC'The Philip Morris Company announced Monday that a team of tobacco researchers has linked lung cancer victims to a condition known as 'Pussy Lung' Virus. The 'Pussy Lung' Virus, according to Dr. Jack Oldham, attacks only individuals with weak, 'almost woman-like' lungs and is in no way linked to smoking cigarettes. 'Real men, men who enjoy the rich full flavor of Philip Morris brand cigarette products, are in no risk whatsoever of contracting lung cancer, unless they are also carrying the 'Pussy Lung' virus,' Oldham said. 'Several of our test subjects were weakened by cancer, and they were clearly pussies. They couldn't even walk without a respirator.' Philip Morris spokespeople announced that they will lobby Congress to have all warning labels removed from cigarettes. WASHINGTON'With its vote to adopt a resolution denouncing the freshman's congresswoman behavior, the House of Representatives formally censured Alexandria Ocasio-Cortez Friday for employing the sexist slur 'fucking bitch' in a speech on the House floor the day prior. 'The representative from New York's 14th District is hereby condemned for her unapologetic enunciation of these hateful, abusive words, which not only brought disgrace to this esteemed body but were incredibly demeaning to all womankind,' House Minority Leader Kevin McCarthy said as he read aloud the official rebuke, adding that as a woman herself, Ocasio-Cortez should have known better than to speak aloud the unconscionable term, let alone read it into the Congressional Record. 'Her appalling speech of July 23 does not reflect the values of the United States Congress, nor does it reflect the example we wish to set for our children'especially our daughters. While this body will not ask what prompted her to adopt such unprofessional language, it will require the representative to issue an immediate apology to her colleagues or face further disciplinary action for her misconduct.' In his own words, McCarthy went on to observe that it was too soon to tell just how far back Ocasio-Cortez had set 'young ladies' in Congress with her 'hysterical' outburst.","science & technology, archive, news in brief, vol 29 issue 21, the onion"
49,Christian Theme Park Features World's Largest Spanking Machine,"Reston, VA'The Matthew, Mark, Luke and Fun Playland theme park opened Saturday to a record crowd, most of which came to ride the new Spankinator 7000, the world's largest spanking machine. Developed by Playland technicians, the Spankinator has the ability to spank over 450 children at once, while blasting Bible quotes through 800-watt hydrophonic speakers. 'Many parents simply do not have the time to spank and quote scripture simultaneously, especially in public,' park spokesman Father John Parks said. 'Now, they can do it in a 'fun' and safe Christian environment, as well as take in a Mass or ride the You're-Going-to-Rot-in-Hell-Go-Round.'","religion, archive, news in brief, vol 29 issue 21, the onion"
50,White Church Protected From Fire by God,"Johnson City, AL'The Our Father of The Lord Christ in Heaven congregation was informed by God Sunday that no damage will come to its church, as it is the recipient of divine fire protection. Though every other neighborhood church has been attacked by torch-wielding vandals and burned to the ground, the all-white congregation will receive protection because, according to God, 'You whites are made in my image and I shall not harm you.' Though members had long speculated their God was a white man, aged between 55-70, they were relieved to finally receive hard proof of His whiteness. 'It's not like we ever doubted it or anything,' Pastor Conrad Thamfield told reporters. 'If you think about it, it just makes sense that He is white. What else would He be?'","local, religion, archive, news in brief, vol 29 issue 21, local"
51,Area Loner to Dwell on Past,"Murfreesboro, TN'Area loner Dave Roe will dwell on his past this Saturday, according to sources close to the unemployed carpenter. Roe, who lives alone, may reminisce on his better days as a member of his high school band. According to family members, he once took a trip to the state capitol with the band and enjoyed it very much. CHICAGO'Urging everyone to lighten up and 'save the pearl-clutching' for real problems, local catcaller Will Snyder confirmed Friday that he was not sure what the big deal was because he'd love it if a woman referred to him as a fat, stuck-up bitch. 'No one ever calls me a dumb filthy whore when I'm headed home after a long day of work, but you know what, it sure would be a nice thing to hear every now and then,' said Snyder, 27, adding that it would be a tragedy if the political correctness of the #MeToo era had reached a point where it might prevent a woman from walking close behind him for several blocks and then telling him he was an ugly, uptight cunt who needed to be fucked hard. 'Honestly, what's the problem? I'd be flattered if some girl blocked my path on the sidewalk, grabbed her crotch, and told me my big slutty lips would look great on her pussy. That's a compliment in my book, so don't act all offended when you hear that kind of thing from me.' The catcaller then reportedly sighed and reiterated his long-held position that there wasn't much he could do about it, because they were 'all a bunch of frigid dykes.'","local, archive, news in brief, vol 29 issue 21, local"
52,Sports,"Royals pitcher Bob Reed hurled a no-hitter Monday, greatly increasing his chances of obtaining sexual favors this week in the Kansas City metropolitan area. WASHINGTON'With its vote to adopt a resolution denouncing the freshman's congresswoman behavior, the House of Representatives formally censured Alexandria Ocasio-Cortez Friday for employing the sexist slur 'fucking bitch' in a speech on the House floor the day prior. 'The representative from New York's 14th District is hereby condemned for her unapologetic enunciation of these hateful, abusive words, which not only brought disgrace to this esteemed body but were incredibly demeaning to all womankind,' House Minority Leader Kevin McCarthy said as he read aloud the official rebuke, adding that as a woman herself, Ocasio-Cortez should have known better than to speak aloud the unconscionable term, let alone read it into the Congressional Record. 'Her appalling speech of July 23 does not reflect the values of the United States Congress, nor does it reflect the example we wish to set for our children'especially our daughters. While this body will not ask what prompted her to adopt such unprofessional language, it will require the representative to issue an immediate apology to her colleagues or face further disciplinary action for her misconduct.' In his own words, McCarthy went on to observe that it was too soon to tell just how far back Ocasio-Cortez had set 'young ladies' in Congress with her 'hysterical' outburst.","archive, archive, vol 29 issue 21, the onion"
53,Weather,,"archive, graphical feature, vol 29 issue 21, the onion"
54,Man with Flamethrower Waiting for Appropriate Time to Use It,,"local, archive, news in photos, vol 29 issue 21, local"
55,Adorable Animated Hunchback to Shove Self Down Area Throats,,"entertainment, archive, news in photos, vol 29 issue 21, entertainment"
56,Scientists Discover Sun Is Made Of Hot,,"science & technology, archive, news in photos, vol 29 issue 21, the onion"
57,Area Veal Calf is Totally Cramped!,,"local, animals, archive, news in photos, vol 29 issue 21, local"
58,DNR Warns: U.S. Mayonnaise Reserves Dwindling,"Washington, D.C.'The American condiment community reacted with shock Monday when the U.S. Department of Natural Resources announced that the nation's natural mayonnaise reserves, long thought sufficient to carry the country into the 21st century, are, in fact, running dangerously low. 'Because of record heat in the Southwest basin, the outer layer of our national reserves spoiled prematurely,' DNR spokesperson David Korking said. 'Millions of gallons of all-natural mayonnaise'mayonnaise that hundreds of species of waterfowl rely on to make wholesome egg salad'have, in effect, become a lethal poison.' The DNR warned that the mile-deep wells that line the Pacific coast as well as the Gulf of Mexico, now must be tested extensively before being tapped and imported to U.S. processing plants. The DNR did unveil a plan to scoop and dump all spoiled mayonnaise into deep space, while at the same time stepping up measures to drill the forests of Alaska for fresh wells. As of market-closing Tuesday, mayonnaise prices were up over four dollars per drum. The Associated Press contributed to this story.","science & technology, archive, news, vol 29 issue 21, the onion"
59,Clinton Sold,"WASHINGTON, D.C.'President Clinton was sold at an invitation-only Sotheby's auction Sunday, purchased by well-known British financier Owen Barasman. Clinton, who went for $425,000, was the highlight of an auction that also included an original Huckleberry Finn manuscript, two rare Han Dynasty vases and several sets of expensive cutlery. 'I believe I was sold for a fair price,' said Clinton, who was shipped to one of Barasman's private London galleries yesterday. 'I look forward to being a part of his impressive collection of rare and beautiful artifacts.' Because of the auction, Clinton was forced to cut short a West Coast trip, during which he met with California Gov. Pete Wilson to survey flood damage in Northern California. 'It will be difficult to complete my West Coast visit from this shelf,' said Clinton, speaking from his new display area, between a Victorian-era porcelain figurine and 17th century English musket.","politics, archive, bill clinton, news in brief, vol 29 issue 21, politics"
60,Amish Give Up,"""This is bullshit,"" Elders Say LANCASTER, PA'After centuries of enduring harsh, spare living conditions and voluntarily shunning modern amenities such as microwave ovens and red clothing, Amish leaders announced Monday that Amish across the U.S. will abandon their traditional ways and adapt to modern American life. 'Fuck that,' said Amish Father Ezekiel Schmid at a Lancaster press conference. 'This is pure bullshit.' Schmid recounted the hard Amish life, in which many long hours are spent toiling under the hot sun in heavy black clothing without any refrigerated drinks or gas-powered farm machines. He spoke of the arduous task of raising barns by hand from dawn until dusk, and of laboriously churning his own butter without electrical power. 'I can't believe we were such suckers,' Schmid said. 'I feel like a fool.' Schmid added that he will shave off his 'ridiculous' Pennsylvania Dutch-style beard with no mustache, a look he says went out of fashion in 'about 1820.' 'Why didn't anyone ever tell me how stupid I looked?' he said. According to Schmid, the Amish look forward to a wide variety of 'alternative lifestyle' opportunities that now await them. 'I am indeed looking forward to wearing clothing that is a color other than black,' said Josephat Kreugger, a prominent Kruegger, an Amish counsel member. 'I will try on some dark gray suits, perhaps even medium gray. I am also considering buying a charcoal-colored hat.' Kreugger also expressed a desire to travel 'twice the speed of horse.' Many social changes await the Amish, as well. 'When I punish my son for not saying his prayers,' Mary Wittgenstein said, 'I normally use a wooden switch taken from a tree. But now, think of the modern child-beating weapons that will be available to me in the outside world. Perhaps there are whips made especially for use on disobedient children, or muskets.' Many Amish are looking forward to getting jobs in the real world. Amish farmer Abraham Verveert said he has greatly entertained other Amish people at church meetings with his rousing scripture readings, and hopes to capitalize on that talent by taking his Bible-reading on the road. 'I have readings scheduled at nightclubs and ballrooms across the country, and judging by the gleeful reaction of my Amish brethren, I believe I will find great success entertaining outsiders with my lively readings,' Verveert said. 'This week, I will be reading a particularly delightful passage from Corinthians at the Sunrise Motor Inn in Kew Gardens, NY. You will surely want to be present.' One Amish couple, Jacob and Sarah Neamer, plan to move to an apartment in a major city and adopt a modern lifestyle, but will continue to make a living the only way they know how. 'We will charge admission for people to enter our home and observe our lifestyle,' Sarah said. 'For $12.50, or $10 with coupon, you can watch us as we cook meals and watch the television.' One Amish entrepreneur, Lucas Hagen, is looking forward to taking full advantage of modern technology. 'I was often ostracized in the Amish community for my blasphemous ideas about loosening Amish traditions,' he said. 'Now that I am free to explore life on the outside, I plan to buy a cable TV station and create an Amish Porn Channel.' If successful, Hagen's Amish Porn Channel will feature programs in which women take off their bonnets and expose their hair. Amish Father Schmid is looking forward to being a policeman. 'I want to rid the world of illegal butter churning,' he said somberly. 'It is costing the government millions every year.'","local, archive, unsponsored, news, vol 29 issue 21, local"
61,New Study Shows Progress Made By Broads,"A University of California-Berkeley study released Tuesday revealed that broads have made significant progress in the workplace over the past decade. A comprehensive, long-term examination of the career paths of over 4,500 broads from across the U.S., the study indicates that broads are earning 15 percent more on average and are twice as likely to be in positions of upper management than just 10 years ago. 'This is a tremendously exciting, very promising report,' said Stan Cullums, director of UC-Berkeley's famed Institute For Gender Research, which conducted the study. 'After several decades of status quo and periodic retrenchment, it would appear that broads are finally beginning to make strides toward equality in the workplace.' The Institute's survey revealed that the average earned income for broads relative to men rose from 64 cents on the dollar to 77 cents. Average salaries for professional broads also rose, from $21,500 to almost $24,000. According to Institute spokespeople, those numbers are the result of a steadily increasing number of broads in the upper ranks of American corporations. 'In 1985, among Fortune 500 companies, there were only a handful of broads occupying top positions,' said Harvey Bollings, the Institute's Director of Research. 'In the past few years, however, we have really begun to see some major changes.' Despite the Institute's enthusiasm, many experts warn the numbers are deceiving. 'Yes, there are more broads than ever working in the upper ranks of corporate America,' said R. Nelson Sommers, head of Washington, D.C.'s prestigious Hastings Foundation, an independent think-tank. 'But in terms of real power, there is quite another story. Today, only two of America's top 500 corporations are headed by broads.' In addition to collecting raw economic data, the Berkeley study also questioned broads about their feelings toward their position in the American workplace. Overall, broads were optimistic about their prospects for the future, confident that opportunities for them would continue to increase. Three of every five broads surveyed responded 'yes' to the question, 'Careerwise, do you broads feel you have a better chance of achieving your goals than you would have 10 years ago?' Survey respondents were also generally optimistic about their ability to balance career and family, with 57 percent of those polled responding 'no' to the question, 'Will you broads have to sacrifice your careers in order to have a family and children?' Nevertheless, the vast majority of broads, approximately nine out of 10, still believe that men have an overwhelming advantage when competing for jobs. 'We have so much more to prove in a job situation than men do,' said Jocelyn Kane, some broad from Maryland who participated in the survey. 'Men instantly give each other respect. There's still a big 'old boys club' mentality looming in the business world.' Cullums agreed: 'A lot of the broads I know find the job market very unfriendly toward their kind.' The Institute For Gender Research plans to follow up its study over the course of the next 10 years, periodically tracking changes in both income and attitudes for all broads who participated. 'This is the most comprehensive survey of its kind, both in terms of numbers and longevity,' Cullums said. 'We already have a remarkably clear and detailed picture of the broad's work experience here in the United States. Our future research will only add to that.'","economy, archive, news, vol 29 issue 21, the onion"
62,'Entertainment Weekly' Utilizes Pun in Article About Tom Cruise,"NEW YORK'It is a mere two weeks after the release of the summer blockbuster Mission: Impossible, and Lori Skedelesky, an associate editor at Entertainment Weekly, can claim responsibility for one of the most clever turns of phrase in recent journalistic history: 'Cruise Control.' 'I'm very proud of it,' says Skedelesky of the headline, which appeared in the summer movie preview issue of the magazine. 'I was sitting around racking my brains, when all of a sudden it occurred to me that [the actor]'s last name seemed somehow familiar to me. On a hunch, I looked it up in a dictionary. Sure enough, I found it'and not just as a proper noun, but as a regular noun and a verb.' The dictionary hunt proved a bonanza for Skedelesky, who discovered to her amazement that 'cruise' not only is a word in its own right, but also forms part of many 'phrases,' or groups of words commonly used together. One of these was 'cruise control,' which Skedelesky notes is 'a feature in modern automobiles that allows them to maintain a constant speed.' But what relevance does an automotive convenience have to the mega-star of Losin' It and Taps? That's where Skedelesky's training as a journalist came into play. The tenacious Skedelesky, following her instincts and the lead of popular literary critics like Jacques Derrida and Cindy Adams, decided to take the phrase 'cruise control' and deconstruct it into its constituent parts'namely, 'cruise' and 'control.' When she did'presto! 'It was a real 'Eureka!' moment,' says Skedelesky, who earned her stripes at Columbia University's School of Journalism and TV Guide. 'He's not only the star of the movie, but its producer. Now, everyone knows that producers have a lot of power, or control, over a film. So, the kind of power the producer of Mission: Impossible has is 'cruise control.' Capitalize the two words, and you have a very concise way of expressing the motif of the article.' But 'conciseness isn't its only virtue,' notes Harold Bloom, Professor Emeritus of Literature at Yale University. 'To those readers already familiar with the phrase 'cruise control' from its usual context, the sudden realization of its applicability in an entirely different area of human experience will send a frisson of delight through their veins, in recognition of the principle of synchronicity at once so ubiquitous yet so hidden in our daily lives.' The modest Skedelesky admits that the rest of Entertainment Weekly's staff is abuzz over her work. In fact, her boss, senior editor Denise Bankman, told reporters that associate editors usually don't have the experience to come up with headlines by themselves, but that they are encouraged to 'pitch' ideas at the creative meetings each week. 'To expect that level of idea from an associate editor is unrealistic,' Bankman says. 'But every now and then, one of them strikes gold. Right after she came to me with the idea, I told Lori, 'Welcome to the big leagues.'' But beyond the 152-person editorial staff of the magazine, the two-word masterpiece earned Skedelesky an even bigger fan'Mr. Cruise Control himself! 'He called me yesterday,' blushes Skedelesky. 'Well, not really. It was his publicist's assistant, and she said how much Mr. Cruise enjoyed the article and thanked me for doing my part to make the movie a success. He's incredibly down-to-earth.' Fresh off her 'headline-making' success with Tom Cruise, Skedelesky has been assigned another celebrity-profile article, this time of Friends' David Schwimmer. Skedelesky says 'mum's the word' about the headline of the Schwimmer piece, but she assures us that it goes 'even further into the realm of wordplay,' and adds cryptically, 'People who use pools to exercise will particularly enjoy it.'","entertainment, archive, news, vol 29 issue 20, entertainment"
