,Headline,Body text,Meta Tags
87,Fat Girl Euphemized,,"local, archive, news in photos, vol 29 issue 18, local"
88,Doritos Celebrates One Millionth Ingredient,"DALLAS, TX' Amid much fanfare, the Frito-Lay Corporation, manufacturers of the world' s best-loved snack chip products for over 50 years, announced yesterday the addition of the one millionth ingredient in Doritos, the company' s flagship brand of cheese-flavored tortilla chips. The new ingredient, disodium guanylate, is expected not only to act as an additional emulsifying agent but also to make the big taste of Doritos even bigger. ' Today, we have reached a major milestone in the proud history of Doritos,'  Frito-Lay CEO Don Gehrmann said at a formal chip-breaking ceremony yesterday. ' One million ingredients!'  Following Gehrmann' s proclamation, amid wild applause, a Doritos scientist held up a three-foot-long dropper reading, ' Disodium Guanylate,'  and touched it to an oversized Doritos chip. According to experts, the new ingredient is a chemically produced emulsifier that will act as both a thickening agent and an anti-oxidant in Doritos, the nation' s top-selling cheese-flavored snack chip food product item. ' Disodium guanylate, or NaCl2O3G, should help slow the oxidation process in Doritos, serving as a valuable hydrolyzing reactor,'  MIT chemistry professor James Steuerbohm said. ' Essentially, it would play almost the exact same role that disodium inosinate plays in Funyuns.'  When informed of the landmark one millionth ingredient, President Clinton immediately sent his congratulations to the Frito-Lay Corporation. ' While clearly, Frito-Lay has gained much by adding this fine chemical compound to its impressive roster of ingredients, the real winner here is the American people,'  he said. ' They will enjoy an even more delicious, more mouth-watering snack chip than ever before.'  On the other side of the world, North Korean President Kim Jong Il briefly stepped away from a massive military demonstration in his honor yesterday to offer his congratulations. ' Doritos must be held in the absolute highest regard by the people. Denial of the greatness of such a snack chip must not be tolerated whatsoever,'  he said, later adding, ' Get a Life!'  Yesterday marked arguably the most important new ingredient addition to Doritos since May 1994, when ingredient number 966,450, FD&C Red 40 Lake, was added. ' The arrival of Red 40 Lake was a pivotal moment in Doritos history,'  noted food historian Joseph H. Farwell said. ' Before Red 40, Doritos had a slightly normal look; if you looked closely, you could tell there were a few naturally occurring ingredients in there. But after Red 40, the chips took on a blinding, explosive orange glow. Consumers responded immediately.'  Despite reaching the million-ingredient plateau yesterday, Gehrmann is already thinking about two million. ""That would be incredible,'  he said. ' There' s just so much out there we could still add: Par' tially Hydrol-yzed Protein Ex-tract, Malto' dex-trin, Tri-so-di-um Pho' -s-phate, cheese' the possibilities are endless.'  According to Doritos spokespeople, a target date of January 1, 2006, has already been set for reaching the two million ingredient plateau. To achieve this goal, beginning next week 274 new substances will be added to Doritos every day for the next 10 years. Though many question whether Doritos will be able to sustain such an exhausting ingredient-adding pace over a 10-year period, company officials remain confident. In fact, Doritos manufacturers are so confident, they are enthusiastically encouraging consumers to crunch all they want, as they have insured the American public they will make more.","food, economy, archive, news, vol 29 issue 18, the onion"
89,Death Star To Open Day Care Center,"After months of speculation, it was confirmed yesterday that the Death Star, the Empire' s vaunted, planet-destroying space station, has added a new, state-of-the-art day care center to its already vast array of capabilities. The massive four-room day care center, which, according to Grand Moff Tarkin, will ' provide a safe and fun learning environment for tots between the ages of one and four,'  has already begun spring enrollment and is expected to be fully operational by June 1. ' Nothing can stop the Sunshine Death Star Play and Learning Center,'  the Imperial Emperor said via holograph. ' With its four classrooms, outdoor playground and experienced staff of licensed day care professionals, no other facility can match its awesome instructive power.'  Though still several weeks away from full strength, the Sunshine Death Star Center is already up and running. Among the most popular activities there are finger-painting, storytime and Duck Duck Goose, which the Emperor often helps lead. ' Feel your hatred flow through you,'  he told 3-year-old Jenny Bates, as she energetically chased fellow toddler and ' goose'  Michael Phillips around the outside of the circle. ' Give in to your hatred!'  Disaster was narrowly averted last Friday, when the center took a field trip to the nearby planet Bespin. At the end of the day, minutes into the shuttle ride back to the Death Star, adult chaperone Darth Vader locked eyes with 4-year-old Matthew Schumpert. ' Wait,'  said Vader, probing deep into the child' s mind. ' There is another Schumpert.'  Vader sensed the presence of Katie Schumpert, Matthew' s sister, who was still back at the Bespin gift shop purchasing souvenirs. He ordered the shuttle to turn around and averted an embarrassing situation for the new day care facility. Vader later added: ' Join me, parents looking for a safe, dependable child care alternative, and together we will rule the galaxy.'  In addition to enjoying many fun games and learning activities, children at the Sunshine Death Star Day Care Center have already gotten to witness the destruction of several planets out the center' s giant bay window. Last Friday, in the middle of a coloring activity, the planet Alderan was blown up, delighting 23 of the 24 children who witnessed the devastating power of the battle station. The sole exception was Libby Phelps, 3, whose family was vacationing in Alderan at the time of its destruction. She was frightened by the loud explosion and began to cry upon realizing that her mother, father and younger sister were now dead. The emperor' s elite squadron of imperial guards leapt to action, removing the girl from the room and giving her some ice cream treats to calm her. According to Death Star officials, the idea for the center sprang up after a number of parents complained about the lack of quality, affordable child care options on the Death Star. ' As a stormtrooper and father of three, I' m very excited about the new day care center,'  Death Star citizen Ralph Sedgwick said. ' It' s a safe, nurturing environment, one in which my child will learn.'  Added Gail Lindon: ' For years I took my daughter to work because I couldn' t afford a nanny. Do you have any idea how hard it is to operate a tractor beam with a two-year-old pulling at your leg?'  As excited as most are about the new day care center, a few extremists have expressed concern about its proximity to the Death Star' s reactor core. ' There is an opening in the Death Star' s main shaft that leads to the core,'  parent and dissenting voice Annette Voss said. ' If a small rebel ship were to somehow break through the deflector shield and enter the shaft, it' s possible it could hit the reactor core with a single, well-placed proton torpedo shot and destroy the entire space station.'  Experts, however, scoff at Voss' s theory, dismissing such a shot as ' a million to one.' ","science & technology, kids, archive, news, vol 29 issue 18, the onion"
90,Heady Youth Expresses Individuality With 'Ear-Ring',"PORTLAND, OR' In a bold expression of individuality, local youngster Steve Haselrig, who is a boy and not a girl, donned an ear-ring yesterday. The 15-year-old Haselrig publicly wore the ear-ring' a fashion accessory normally associated with females' all day long in his left ear, providing him with a renegade, against-the-grain look. ' Steve is not one to follow the crowd,'  said Frank Messner, the youth' s principal at Driftwood High School. ' Judging from this ear-ring, that much is clear. I just hope this rebellious wild card doesn' t inspire the other boys in school to do the same.'  Since the appearance of the ear-ring, rumors have swirled that Haselrig also likes to wear ' shades,'  and even ' smokes,'  inhaling fumes from burning tobacco leaves into his lungs' a habit many consider to be ""cool.""","local, archive, news in brief, vol 29 issue 18, local"
91,"Real Life ""Twister"" Kills 117","Morganville, OK' As the runaway smash hit film Twister tore up box offices across the U.S. on its opening weekend, an exciting, real life ""twister"" tore through this tiny farming community of 459 Sunday night. The super-duper ""twister,"" which takes its name from the new Steven Spielberg-produced blockbuster, uprooted homes, trees and cars and killed 117 in a thrilling display of nature's fury. Witnesses said the action-packed devastation was not unlike that featured in the hot new motion picture from the director of Speed, Jan De Bont. ""We have nothing,"" said Morganville resident John McCushan, whose entire family was killed by the ""twister."" ""My life is ruined."" In a display Variety magazine called ""touching,"" the entire town gathered at Trinity Lutheran Church Monday to mourn the loss of loved ones. Twister opened on 3,000 screens nationwide Friday, grossing $23 million in its first weekend of domestic release.","entertainment, archive, news in brief, vol 29 issue 18, entertainment"
92,Zsa Zsa or Eva Gabor Dead,"LOS ANGELES' Zsa Zsa or Eva Gabor, the well-known star of stage and screen, was found dead Monday morning in her Hollywood Hills home. Gabor, who remained an icon of Hollywood glamour throughout her more than 40 years in show business, was best known for either her role on TV' s Green Acres or for her frequent guest appearances on the 1970s ABC hit, The Love Boat. In 1991, either she or her sister Zsa Zsa or Eva had a much-publicized run-in with law enforcement officials, in which she slapped a police officer. ' It is a sad day for the entire Hollywood community,'  Harold Rington of the Motion Picture Association of America said. ' The loss of Zsa Zsa or Eva is one we will not get over soon.'  Zsa Zsa or Eva is survived by her sister, Eva or Zsa Zsa.","entertainment, archive, news in brief, vol 29 issue 18, entertainment"
93,Just For Kids,Where Does Bacon Come From?,"science & technology, archive, graphical feature, vol 29 issue 17, the onion"
94,What Do You Think?,,"opinion, archive, graphical feature, vol 29 issue 17, the onion"
95,How Will We Honor Mom?,,"local, family, archive, statshot, vol 29 issue 17, local"
96,"Unabomber Condemned by Willie Tyler, Lester","WASHINGTON, D.C.' In an official ceremony held at the Justice Department Monday, ventriloquist Willie Tyler and his dummy, Lester, strongly condemned Una-bomber suspect Theodore Ka-czynski. The news media, Clinton administration officials, FBI agents and numerous family members of Unabomber victims were present to observe the somber public censure, which took place as part of a double header with former Phyllis Diller joke-writer Mel Habusch. In his first set, Tyler called the terrorist acts of the Unabomber ' cold, senseless acts of terror, which wrought tragedy upon the entire nation.'  Tyler then turned to Lester to ask his opinion. ' Lester,'  he said, ' Do you think the Unabomber is a cold, senseless killer?'  ' He is indeed,'  Lester said. ' He is a heartless monster.'  All in attendance were both touched by the ceremony and entertained by the amusing Lester, a diminutive, bespectacled replica of Tyler. The Unabomber is suspected of mailing or planting at least 20 bombs since the late 1970s, killing three people and causing millions of dollars in damage. His Luddite manifesto revealed a misanthropic loner who resorted to anonymous acts of terrorism to further his political agenda. Willie Tyler is a renowned ventriloquist who, with his dummy, Lester, has performed in venues nationwide, including the Stars Ballroom in Lake Tahoe and the Bahama Hotel in Atlantic City. He has also been a frequent guest on popular television programs such as The Merv Griffin Show, The Captain and Tenille Show, and Joe Franklin' s All Star Memories. In a touching memorial to the victims of the Unabomber, Tyler employed skillful ' rapid-fire'  delivery between a ventriloquist and his dummy to list the names of the victims. ' Mary Watkins,'  Tyler said. ' Mary Watkins?'  Lester responded incredulously. ' Judge Thomas Whallen,'  Tyler said. ' Judge Thomas Whallen?'  Lester dutifully repeated. ' Lester,'  Tyler said, breaking the rhythm momentarily. ' I' m trying to read the list of Unabomber victims.'  ' Oh, then go right ahead,'  Lester said. Lester then continued to quickly interrupt Tyler after each name, seemingly unhindered by Tyler' s polite request to stop the behavior. After a fast reading of the victims'  names, the audience applauded politely. ' I am pleased to add the voices of both Willie Tyler and Lester to the chorus of condemnation leveled at the Unabomber,'  President Clinton said in a statement from the White House. ' It is important that we as a society condemn the Unabomber' s horrific acts of terrorism,'  FBI director Bernard Whernan said. ' And it is vital that both Willie Tyler and Lester be among the leading voices of that condemnation.'  In his second set, Tyler wowed the audience by censuring the Unabomber while drinking a glass of water. As Tyler drank, Lester appeared to speak without difficulty, saying, ' These heartless acts of terror perpetrated upon America have put a permanent black mark on our history as a nation.'  Attorneys for Kaczynski reacted strongly to the condemnation. Said defense lawyer Albert Winnman: ' My client has already been tried and convicted by the American media establishment. He cannot get a fair trial. A public condemnation from Willie Tyler and Lester only makes things that much worse.'  Willie Tyler and Lester plan to take their condemnation of the Unabomber on the road. They will headline at Shecky' s Joke Barn in Omaha, NE, on Friday, May 10, and Saturday, May 11. And they will appear at The Wacky Works Comedy Showcase in Des Moines, IA, Thursday, May 16, through Sunday, May 19. The Unabomber trial date has not yet been set.","entertainment, archive, news, vol 29 issue 17, entertainment"
97,"San Diego Zoo Lays Off 2,000 Animals","Animals Let Out of Cages, Producing 'Leaner, Healthier' Zoo SAN DIEGO, CA' Citing ' sagging first quarter profits'  and disappointing 1995 revenue figures, the San Diego Zoo announced yesterday its decision to lay off nearly 2,000 animals, including all giraffes, vultures, elephants, snakes and a number of rare Siberian tigers. The creatures, many of whom have been with the zoo for over 30 years, have been released from their respective cages and pens, and are now free to roam the city in search of new homes, food sources and employment opportunities. ' The decision to lay off all these fine, hard-working animals, who have contributed so much to this zoo over the years, was an extremely difficult one,'  zoo CEO Jack T. Morgan announced at a shareholders'  meeting yesterday. ' We are fully confident, however, that this downsizing will help bring a leaner, healthier San Diego Zoo into the 21st century.'  According to zoo insiders, the released animals were let go largely due to decreasing productivity. ' Just look at a gorilla like KoKo, a 41-year-old lowland silverback,'  noted zoo industry insider Calvert DeCahill said. ' For the cost of feeding an old gorilla like him, the zoo could get about 15 young howler monkeys, each of whom can do the ass-scratching, swinging and screeching of at least five KoKos. That' s not cruel, that' s just smart business.'  Though released just yesterday, many of the animals have already run into problems with life on the outside. A rare Andalusian yellow-tailed ocelot, one of only 14 known to exist, was killed late last night on Chula Vista Boulevard when it mistook a speeding transit bus for a piece of fruit. At least 15 koalas have also died, foraging for eucalyptus leaves near electrified fences outside a the city' s major power plant. Some animals have created inconveniences for others. Kenny, a 950-pound Arctic polar bear, wandered into a downtown supermarket' s frozen foods aisle in search of frozen fish products. When a stock boy politely asked the bear to leave, the bear mauled him to death. ' The animals will no doubt have some trouble adjusting at first,'  said Morgan, who was brought in from a top Fortune 500 company last year to whip the zoo into financial shape by 1997. ' That' s only natural when you' re switching careers.'  Some experts are skeptical that every animal will ultimately succeed on the outside. ' Look at a Galapagos turtle like Shelley,'  said Beatrice Durning, a U.S. Labor De-partment official. ' She just laid 400 eggs last week. Where is she ever going to get enough fish, much less find time to go conduct a proper job search?'  Added biologist Harvey Chist: ' This is a problem that transcends species, class, order, genus, and even phylum.'  Others see more than simple economics in yesterday' s announcement. ' It' s interesting that all six elephants let go were of African descent,'  ob-served NAACP spokesperson Ben-jamin J. Watts. ' None of the Asians were fired. But that' s no surprise. They' ve been getting extra peanuts for years.'  To assist the laid-off animals, the San Diego Zoo has set up a Job Placement Center. Conveniently located near the Jungle World exhibit, the center features a bulletin board posting jobs openings at other zoos, in addition to circuses, nature preserves and traveling freak shows across the U.S. The job center also offers weekly training workshops to help animals build valuable interview, resume and cover letter-writing skills. ' We cannot keep these animals here anymore,'  San Diego Zoo vice president Stanley Brock said. ' But we are doing everything we pos-sibly can to help them get back on their feet' assuming they have feet. If they are snakes, or even seals, we will do everything in our power to get them on their proper ap-pen-da-ges.'  So far, no animals have signed up for the workshops. Employment experts and wildlife naturalists agree that in order to survive, the soon-to-be-unemployed animals must develop and diversify their skills. ' An Amazon parrot whose only skills are squawking loudly and breaking nuts with its beak has little to offer today' s big corporations,'  said Edmund Wills, a noted naturalist who frequently appears on PBS' s All Creatures Great and Small. ' It must acquire new ones, like learning to fly into stiff winds, how to kill Anaconda snakes, or how to operate popular spreadsheet programs like Quicken and Excel.' ","animals, economy, archive, news, vol 29 issue 17, the onion"
98,Ronald Reagan Endorses 'Pill Lady' for president,"BEL AIR, CA' Former President Ronald Reagan, bedridden with Alzheimer' s Disease, surprised political observers Tuesday with his official endorsement in the 1996 presidential race. Making his first public statement in several months, Reagan said: ' Pill lady. I need Pill Lady.'  Bob Dole campaign manager Hal Greenberg reacted strongly to the endorsement. ' Bob Dole has a far better chance of winning the presidency in 1996 than does this Pill Lady,'  he said. Dole has not ruled out asking the Pill Lady to be his running mate. As the 2020 presidential race heats up, attention has turned to presidential polling and the wisdom of relying on an industry that generally predicted the wrong outcome in 2016. The Onion takes a look at the history of presidential polling. 1935: George Gallup founds American Institute of Public Opinion in attempt to quench his endless thirst for juicy voter gossip.        ","politics, archive, news in brief, vol 29 issue 17, politics"
99,Egyptian Archaeological Team Discovers 25-Year-Old Grave,"CAIRO' In a discovery that has electrified the global archaeological community, an Egyptian digging team unearthed a grave Sunday reported to be over 25 years old. The grave, found in a lot near downtown Cairo, is one of the rarest of its kind, and should offer new insight into the lives of people who lived as far back as 1970. ' The significance of this find is inestimable,'  said Oxford' s Gerald Tornquist, one of the world' s leading authorities on late 20th century life and culture. ' Our previous historical data is almost exclusively based on oral record, anecdotal evidence and detailed computer, video and written information. But to have something tangible from this era means we can now begin to understand it.'  The find comes on the heels of numerous false leads, including the discovery of tombs and burial chambers dating from 4,000 B.C.E.' an era already amply covered by past archaeological digs. While searching for gravesites from the latter half of the 20th century, archaeologists stumbled upon no fewer than eight older sites, many clogged with hard-to-dig-through solid gold, silver, rare jewels and gemstones. But yesterday, by digging upwards through the intact burial chamber of a third-century Egyptian high priestess, the team of archaeologists was able to uncover the grave, which, based on on-site carbon dating testing, is estimated at either 24 or 25 years old. ' It was tricky going at first, because there were several sharp diamond amulets and golden chalices that we had to blast through to get at the grave,'  archaeologist Massua Sa-dir said. ' But once we got through the first chamber, there it was in its glory' a pristine coffin untouched by grave robbers or erosion through-out the course of history.'  Though experts are still trying to piece the clues together, it is believed that the body belonged to a male held in high esteem in his society. Though no slaves were found buried with him, the remnants of a garment made up of three pieces with a strange neck adorn' ment re-main-ed intact on the body. Accor-ding to the limited amount of information that exists about the people of the mid-to-late 20th century, this was customary garb utilized either for special oc-casions or by people who were very important in their society. Diggers on site, after several painstaking hours of removing the sarcophagus from its earth-filled grave, also found a pair of ' shoes'  and, in near-perfect condition, a ' watch,'  or ' watch'  as it was called back then. These were im-me' di-ately ta-ken from the skeletal re-mains and brought to the lab at the Uni-versity of Cai-ro for further study. Also taken to the lab was the sarcophagus, a six foot by two and half foot box made of synthetic woods and metals. The metallurgy used in its construction appears to be highly advanced despite its estimated 35 years of age. Archaeologists remain hopeful that there are more bodies buried in the area, relying on ancient legend that people from this time period had mass grave ' yards'  where loved ones were buried all together. Until now, this notion had been dismissed as absurd.","science & technology, archive, archaeology, news, vol 29 issue 17, the onion"
100,Clinton Uses Power of Make-Believe to Turn Bar of Soap Into Tugboat,"WASHINGTON, D.C.' In an impressive act of imagination, President Clinton used the power of make-believe Sunday to turn an ordinary bar of soap into a fun, speedy tugboat. The soap-to-tugboat transformation, which occurred Sunday at 8:30 p.m. EST, or ' bathtime,'  is believed to be the first such metamorphosis by the President since October 11, 1995, when Clinton turned a shampoo bottle into a big whale. ' My fellow Americans,'  said Clinton, holding up a half-used bar of Ivory soap at a press conference yesterday afternoon, ' this may indeed look like a simple bar of facial soap. But last night, as I bathed in the White House bathtub, I successfully transformed it into a large tugboat and hauled its heavy cargo down the great Mississippi River.'  According to Clinton, the tugboat met many dangers en route to its destination. In addition to getting lost, and stopping at several incorrect ports, the boat encountered a serious storm and was violently tossed about by what the President described as ' heavy splashing.'  Clinton credited the cool head of the tugboat' s captain with keeping the vessel afloat in the storm. ' Without Captain Jim, that boat would have been lost,'  Clinton said. ' The crew expressed a desire to abandon ship, including the Captain' s ordinarily reliable first mate, Sailin'  Pete. But even during the worst moments of the storm, when all the crew members were shouting, ' Oh, no! Look out!'  and ' Let' s get out of here!'  Captain Jim steadfastly maintained, ' We' ve got to go on.'  He is to be commended and admired for his great courage.'  When asked what Captain Jim looks like, Clinton responded, ' I believe he has red hair and a big hat. In addition, he has a big, bushy beard and speaks in a gruff, seafaring voice.'  Shortly before 9 p.m., after nearly 30 minutes in the tub, Clinton transformed the tugboat back into a bar of soap, putting it back along the tub' s ledge and toweling himself off. ' It simply was time to get out of the tub,'  Clinton said. ' At that juncture, I had completed all my washing goals, and was satisfied with the amount of playtime I had had. With no bathing or bathing-related objectives remaining, I made the decision that the best thing to do would be to drain the tub and begin the drying process.'  Leading U.S. policy experts are not surprised Clinton chose to turn the soap into a tugboat. ' A tugboat is a natural choice for this type of pretend play,'  said Brent Scowcroft, former National Security Advisor under President Reagan. ' A boat is shaped somewhat like a piece of soap. And, like soap, a boat possesses the ability to float. And, finally, in a bathtub-type environment, there is naturally going to be water. So, to maximize both realism and imaginary possibilities, it' s best to turn the soap into something that would be in water.'  While White House officials would neither confirm nor deny them, rumors have circulated that Clinton initially turned the soap into a submarine but quickly decided that was ' impractical'  and ' ill-advised,'  as the submarine would not stay submerged. ' All we can say at this point is that when the President entered the bathtub, he considered several different play scenarios,'  White House secretary Helen Reynolds said. ' Whether at any time he pretended the soap was a top-secret Russian spy sub patrolling the North Atlantic, we can not say.'  Added Clinton: ' Regardless of what I did or did not do in that tub, I am confident that my experience has proven one thing' that bathtime can be extremely fun and that the power of the imagination is indeed great.' ","politics, archive, bill clinton, news, vol 29 issue 17, politics"
101,"Perky ' Canada'  Has Own Government, Laws","It' s Monday morning, and Toronto resident Steve Dorman shares a quick breakfast of ' eggs'  (a native food) with his ' wife'  (an officially state-sanctioned mate), and discusses yesterday' s poor showing by the hometown team in ' baseball'  (a popular local sport). After a kiss on his wife' s cheek, he hops on the ' subway train'  (a mode of subterranean transport) to the office. This is life in exotic Canada City, the capital set deep in the heart of the mysterious land known as Canada (pronounced CAN-a-da). Like his estimated 35,000 fellow countrymen, Dorman is proud to be a ' Canadian.'  Located 120 miles north of Buffalo, NY, Canada is, according to Dorman, ' a nation with a government and laws distinct from those of the United States.'  It also has a military, a system of taxation, and periodic free elections to select political leaders. It even has its own currency, says Dorman, various denominations of ' dollars'  that can be exchanged for the many products manufactured in Canada, including Canadian bacon and ice. Canada City, Canada' s largest community, is located in a place called a ' province,'  a subdivision not unlike the cantons of Switzerland. There are 10 Canadian provinces in all, from Nova Scotia in the east to British Columbia in the west. And, much like America' s states, nearly every one of the provinces has its own capital. But make no mistake' there' s nothing provincial about these provinces. Canada has both feet planted firmly in the 20th century. ' In fact, Canadians enjoy advancements such as refrigerated food, zippers and printing,'  notes Dor-man, an ' accountant'  who goes to work wearing the comfortable trou-sers, dress shirt and necktie that form a traditional Canadian costume. ' Our industries are large and varied, ranging from logging to automobile manufacturing.'  Not too shabby for a nation that just 240 years ago had no electricity. One area in which Canada certainly has the U.S. beat is languages. Canadians speak not only English, but also French. In fact, according to Prime Minister (roughly Canada' s equivalent of a president) Jean Chrétien, ' French is the primary language in some parts of the country, and English is in others. The national language question has divided our nation terribly, with Quebec even recently threatening to leave the union.'  Canada has produced many prominent people who have gone on to great success in hockey. Among them is Colorado Avalanche goaltender Patrick Roy, who says hockey is the ' national sport'  of the Canadianers. ' It' s in our blood, it' s part of our heritage, and it brings people together,'  he says of the sport Canada picked up from America in the late ' 50s. So appreciative is Canada, it even has hockey teams called the ' Oilers'  and ' Jets,'  named after its favorite American football teams. Despite the language problem and other difficulties, at least one Canadianer is op-ti-mistic about his country' s pro-spects in the new millennium. ' Canada will remain free, proud and strong in the new century,'  says Dorman, heading off for another day of what in Ca-nada is known as ' work.'  ' Our nation will continue to be a beacon to those throughout the world who value liberty, dignity and human rights.'  Aww, isn' t that cute? At times like this, there' s really only one thing left to say: Oh, Canada! This feature has been provided by the Knight-Ridder news service.","world, archive, foreign policy, news, vol 29 issue 17, the onion"
102,I'm Never Taking the Bus Again,"Hola amigos. What' s goin'  on at your end? It' s been a long time since I' ve rapped at ya' , but I' ve been busier than a horny dog at a leg convention. See, I' ve been working at Sandy' s, a place way on the other side of town. They serve burgers and steaks and sandwiches. I try not to work Fridays, ' cause that' s fish fry night, and nothing' s worse than trying to wash fish fry grease off of plates. Then, the customers get their greasy hands all over their glasses, and I have to wash greasy glasses. All that means I gotta change the water every 15 minutes instead of twice a night. I figured out that the best way to get out of it was to tell my boss that I had a church group meeting that night. (She isn' t named Sandy. I only seen her once, and she ragged on me for having long hair. I shoulda walked right there, but I didn' t want to give her the satisfaction.) Man, they bought that' hook, line and sinker! When they ask me how it went, I tell them all fine and talk about stuff like how I shouldn' t steal and chase whores and stuff. I look all holy on the outside, but inside I' m bustin'  a gut laughing. What a bunch of saps! Anyway, I hate busting suds, but at least I get free food, and the cook does the fries just how I like ' em. The biggest problem with it is the location. Now, ordinarily, I wouldn' t give a rat' s ass about where it was if I had functional wheels, but I burned out my clutch on the way to see Unmasked, a Kiss tribute band that plays in full make-up and even breathes fire. That sucked big time. Not only did I lose my precious wheels, but I also missed out on my chance to see all those hot chicks that pop up at Unmasked gigs. I don' t know if you can tell by my picture, but a lot of people tell me I look like Vinnie Vincent. I would have gotten some tail for sure! So I got no car, but I still have a job that' s about three miles away. I sure as hell ain' t walking that, hombres. Jim Anchow-er never walks! So what are my choices? While I hate being a dish dog, I need to get my automobile back to its original status. That all adds up to one thing: the bus, and no one ever got laid by taking the bus. First time I take the bus since I got my license, I had to wait 20 minutes in the cold before it actually shows up. When it finally showed up, I made for the far back seat, as far from the driver as I can so he can' t scope on me. No one else was sitting around me, just five other people sitting in the middle minding their own business. That' s just how I like it, too. Things are going just fine for the first mile and then we stop to let on a bunch of kids. They all come back like they' re the shit and sit by me. They' re all talking trash about how drunk they got and which ladies they' re going for, but I' m not paying attention to them ' cause they' re just a bunch of kids. Live and let live, that' s my motto. Apparently, they don' t share my enlightened philosophy, ' cause one of ' em tries to bum smokes off of me. ' Sorry, man,'  I say to him. Maybe I had some, and maybe I didn' t, but I wasn' t letting these punks get the better of me, so I played it off all mysterious. Then one of ' em says, ' What' s with the hat, dude? It' s, like, too warm for that.'  I tell ' em that they' d do best to mind their own business if they didn' t want to step over the line. They sit all quiet for a second, then one of ' em grabs it off of my head and throws it to his friends. ' That,'  I say all quiet and smooth, ' was not smart.'  I grab the kid that took my hat to give him the business, and one of his friends comes up and pulls up on my underwear band. Man, I practically invented the undie grundy, so when one of these little dickweeds did it to me, I went ballistic. I turned around and grabbed him, and I was just about ready to make his nose flat when the bus driver stops and yells at me to quit picking on the kids. I try to tell him that they took my hat, but he ain' t hearing any of it. The kids are laughing their asses off, which just makes me more mad. I grab my hat back and mouth the word ' later'  at those punks. I swear, the looks on their faces was priceless. They had the fear of Jim put in them plain and simple. Just then, I looked out the window and saw that the bus had just blown past my stop. I got all mad and hollered for the driver to stop. He slams on the brakes and gives me a look like I' m troubling him to do his damn job. I give him a look back and storm off the bus. Man, bus drivers are just cops without badges and guns and fast cars and sirens. They suck! I look back to the bus and the kids were looking at me all funny like they were expecting my head to pop off. I let them know just what I thought of them by giving them the bird. Just as the bus started pulling away, I put on my hat and they all bust out laughing all of a sudden. Sure enough, they had loogied in my hat. I was so pissed that I could hardly talk. Plus I was late to work and I got a demerit point. I tell ya, the moment I get my car back in working order, I' m going to find that bus and drive real slow in front of it so the driver gets all pissed off. Then, when I know those kids are riding it, I' m going to follow it until they get off, and I' m going to whale the shit out of them until they apologize for doing that to my favorite hat. Take it from me, amigos, you' d do best to stay away from the bus. Unless it' s the magic bus like the Who sang about in their song ' Magic Bus,'  which, when you think about it, is probably about weed. Maybe I' ll ride that bus, my friends, but I' m never riding the normal bus again, and you' ve got the Anchower guarantee on that one. Jim Anchower joined The Onion's editorial writing staff in 1993 after several distinguished years on The Come Back Inn dishwashing staff. He comments on community-affairs, automotive, and employment issues. He attended LaFollette High School in Madison, WI.","opinion, archive, commentary, vol 29 issue 17, jim anchower, the onion"
103,CEO Has Female Sex Organs,"RALEIGH, NC' Stockholders and board members of telecommunications giant Cyntex Industries were startled to learn Monday that company CEO Susan Nelbman has both female genitalia and engorged mammary glands. ' This is a startling discovery,'  Cyntex Vice President Myron Tanner said. ' But in these enlightened times, we accept the freakish deformities of Mr. Nelbman, and will not discriminate against him based on his ungodly effeminate appearance.'  According to company physician Hal Steohen there is no medical explanation for how a man could develop such characteristics. Nelbman, who sometimes dresses in skirts, has issued a company-wide statement explaining that she is not a man, but a woman. Board members, according to Tennenbaum, ' had a good laugh at down at the gentlemen' s club.' ","economy, archive, news in brief, vol 29 issue 17, the onion"
104,June Mademoiselle To Feature Ten Ways To Flatten Your Tummy,"NEW YORK' In a move that will revolutionize the work of dietitians and health scientists worldwide, Mademoiselle editor Vincent D' Meretin revealed plans Monday to publish a long-awaited list of ' 10 Ways to Flatten Your Tummy'  in the June issue of the popular women' s magazine. The list will offer vital, never-before-known diet and exercise advice that could, if followed properly, take inches of unwanted fat off the tummy area. ' I eagerly await this information,'  San Francisco dietitian Mar-garet Loen said. ' As a professional dietitian, I am unaware of any methods to reduce the fat content of the human body over a several-week period.' ","entertainment, archive, news in brief, vol 29 issue 17, entertainment"
105,'Home Improvement' Announces Plans To Suck More,"Los Angeles' In an announcement that has shocked critics and audiences alike, the executive producers of Home Improvement have issued a memo detailing proposed ways to make the popular ABC-TV comedy series suck more. ' Many people believe we' ve sucked as badly as you can suck,'  co-executive producer Josh Hessel said. ' But, believe me, we can do better.'  Proposed changes include having star Tim Allen grunt more often in place of written dialogue; reducing other characters'  lines to a single catch phrase each; and substituting the program' s synthesized laugh track with the pained moans of a lone, dying elderly woman.","entertainment, archive, news in brief, vol 29 issue 17, entertainment"
106,"IRA, Hamas Sweep 1990 Bombie Awards",,"entertainment, archive, news in photos, vol 29 issue 16, entertainment"
107,Reining In Hollywood Budgets,,"entertainment, archive, statshot, vol 29 issue 16, entertainment"
108,What Do You Think?,,"archive, graphical feature, vol 29 issue 16, the onion"
